step,t,learning_rate,L_task_variance,sum_squared_task_residual_errors,epoch,L_task_batch_t,L_reg_batch_t,L_full_batch_t,weights_norm_sq_t,grad_L_task_norm_sq_t,q_value_L_task,q_second_derivative_L_task,lambda_measured_task_t,batch_size,L_task_test_t,est_avg_squared_task_residual_error,obs_avg_squared_task_residual_error
234,0.23400000000000018,0.001,0.004876622464507818,5329.42919921875,234,2.245016098022461,0.0023192661285400392,2.247335364151001,46.38532257080078,0.20985758304595947,1.1990529183425391,-0.2504558101597248,1050.1167037867554,6000,,1.1984422291274435,0.8882381998697917
235,0.23500000000000018,0.001,0.004883546847850084,5329.1611328125,235,2.2448062896728516,0.0023192764282226564,2.247125566101074,46.385528564453125,0.20986686646938324,1.1989933027827075,-0.2504942342930441,1050.2153730916239,6000,,1.1983816526185644,0.8881935221354167
236,0.23600000000000018,0.001,0.004890547599643469,5328.89306640625,236,2.244596242904663,0.002319287109375,2.246915530014038,46.3857421875,0.20989538729190826,1.1989336084324758,-0.2505327042262865,1050.410393781515,6000,,1.1983209873748328,0.8881488444010417
237,0.23700000000000018,0.001,0.00489763543009758,5328.625,237,2.2443864345550537,0.0023192974090576173,2.2467057319641115,46.385948181152344,0.20990857481956482,1.1988739708051357,-0.2505711326249832,1050.5286457020757,6000,,1.1982603677766839,0.8881041666666667
238,0.23800000000000018,0.001,0.004904803354293108,5328.3564453125,238,2.2441766262054443,0.0023193078994750978,2.2464959341049195,46.38615798950195,0.20990703999996185,1.1988143221477685,-0.2506095631520929,1050.5732345134006,6000,,1.1981997268347853,0.8880594075520833
239,0.23900000000000018,0.001,0.0049120462499558926,5328.087890625,239,2.243966817855835,0.002319318389892578,2.2462861362457276,46.38636779785156,0.20997363328933716,1.1987546624586827,-0.250647995805571,1050.9588318530905,6000,,1.1981390651847548,0.8880146484375
240,0.24000000000000019,0.001,0.004919367376714945,5327.81982421875,240,2.2437567710876465,0.002319329071044922,2.2460761001586915,46.38658142089844,0.2099863886833191,1.1986949239222708,-0.2506864742604633,1051.0750541741793,6000,,1.1980783144906406,0.887969970703125
241,0.2410000000000002,0.001,0.004926765337586403,5327.55078125,241,2.243546962738037,0.002319339942932129,2.245866302680969,46.38679885864258,0.21000611782073975,1.1986352421521316,-0.25072491116295004,1051.2261467150436,6000,,1.198017610751338,0.8879251302083333
242,0.2420000000000002,0.001,0.004934242926537991,5327.2822265625,242,2.2433366775512695,0.0023193504333496096,2.245656027984619,46.38700866699219,0.21003951132297516,1.198575413667154,-0.2507634375494896,1051.4457860286298,6000,,1.1979567498081727,0.88788037109375
243,0.2430000000000002,0.001,0.004941796883940697,5327.013671875,243,2.24312686920166,0.0023193613052368165,2.245446230506897,46.38722610473633,0.21007221937179565,1.198515709796641,-0.2508018786951863,1051.6619064130905,6000,,1.19789600382533,0.8878356119791667
244,0.2440000000000002,0.001,0.004949429538100958,5326.744140625,244,2.2429165840148926,0.00231937198638916,2.245235956001282,46.3874397277832,0.2101365029811859,1.198455859157662,-0.2508404093304588,1052.0362583677347,6000,,1.1978351006920172,0.8877906901041667
245,0.2450000000000002,0.001,0.004957136232405901,5326.4755859375,245,2.242706537246704,0.002319383049011231,2.2450259202957152,46.38766098022461,0.210129514336586,1.1983960653032804,-0.25087889840027433,1052.0537596228246,6000,,1.1977742448646773,0.8877459309895833
246,0.2460000000000002,0.001,0.004964910913258791,5326.2060546875,246,2.2424964904785156,0.0023193939208984377,2.244815884399414,46.38787841796875,0.21019452810287476,1.1983362603802108,-0.2509173895868952,1052.431784228162,6000,,1.1977133691372677,0.8877010091145834
247,0.2470000000000002,0.001,0.00497276708483696,5325.9365234375,247,2.242286205291748,0.0023194047927856446,2.2446056100845335,46.38809585571289,0.21028101444244385,1.1982763764848987,-0.2509559265821961,1052.9174332517298,6000,,1.1976524037991723,0.8876560872395833
248,0.2480000000000002,0.001,0.004980703350156546,5325.6669921875,248,2.2420759201049805,0.002319415855407715,2.2443953359603883,46.3883171081543,0.21027681231498718,1.198216481492351,-0.25099446569497114,1052.949023300492,6000,,1.1975914170042723,0.8876111653645833
249,0.2490000000000002,0.001,0.004988711327314377,5325.3974609375,249,2.241865634918213,0.002319426727294922,2.2441850616455077,46.38853454589844,0.21034589409828186,1.198156575400863,-0.2510330069231469,1053.347609570513,6000,,1.1975304097982793,0.8875662434895834
250,0.25000000000000017,0.001,0.0049967835657298565,5325.1279296875,250,2.2416553497314453,0.002319437599182129,2.2439747873306275,46.38875198364258,0.21040408313274384,1.1980966582087305,-0.25107155026464867,1053.6916951958692,6000,,1.197469383110638,0.8875213216145833
251,0.25100000000000017,0.001,0.005004937294870615,5324.85791015625,251,2.2414450645446777,0.0023194488525390628,2.243764513397217,46.38897705078125,0.21039296686649323,1.1980367299142494,-0.25111009571740034,1053.6887306362585,6000,,1.197408334772662,0.887476318359375
252,0.25200000000000017,0.001,0.005013164132833481,5324.587890625,252,2.241234540939331,0.0023194597244262697,2.2435540006637575,46.38919448852539,0.2104235142469406,1.1979767225509106,-0.25114868698523907,1053.8945053900989,6000,,1.1973471977561092,0.8874313151041666
253,0.25300000000000017,0.001,0.005021470133215189,5324.3173828125,253,2.2410240173339844,0.00231947078704834,2.243343488121033,46.3894157409668,0.21047089993953705,1.197916704056615,-0.25118728036494914,1054.184648532574,6000,,1.197286039343517,0.88738623046875
254,0.25400000000000017,0.001,0.005029847379773855,5324.0478515625,254,2.240813732147217,0.0023194826126098633,2.2431332147598266,46.389652252197266,0.2105470597743988,1.1978567424196713,-0.251225832143749,1054.6188988297229,6000,,1.1972249286229015,0.88734130859375
255,0.25500000000000017,0.001,0.0050382972694933414,5323.77734375,255,2.24060320854187,0.0023194934844970702,2.2429227020263673,46.389869689941406,0.21058563888072968,1.1977967016709403,-0.25126442973855084,1054.8650130040946,6000,,1.197163729225804,0.8872962239583333
256,0.25600000000000017,0.001,0.005046827718615532,5323.5068359375,256,2.2403924465179443,0.0023195049285888673,2.242711951446533,46.390098571777344,0.21058835089206696,1.1977365817708794,-0.25130307315442124,1054.9315472056846,6000,,1.1971024401131949,0.8872511393229167
257,0.2570000000000002,0.001,0.005055430810898542,5323.236328125,257,2.2401816844940186,0.0023195163726806643,2.242501200866699,46.39032745361328,0.21059031784534454,1.1976764507077773,-0.2513417186785699,1054.9943654025813,6000,,1.1970411303734414,0.8872060546875
258,0.2580000000000002,0.001,0.0050641074776649475,5322.9658203125,258,2.239971399307251,0.002319527816772461,2.2422909271240234,46.39055633544922,0.2105731964111328,1.197616444560909,-0.25138027886844266,1054.9614479701145,6000,,1.1969799361859315,0.8871609700520834
259,0.2590000000000002,0.001,0.005072855856269598,5322.6943359375,259,2.239760637283325,0.0023195388793945315,2.2420801761627196,46.390777587890625,0.21053670346736908,1.1975562911918405,-0.2514189285980854,1054.8316017337468,6000,,1.1969185851996826,0.88711572265625
260,0.2600000000000002,0.001,0.005081677343696356,5322.42431640625,260,2.2395501136779785,0.0023195505142211913,2.2418696641922,46.39101028442383,0.21057191491127014,1.197496194720326,-0.2514575367047255,1055.0609638995086,6000,,1.1968572816867389,0.8870707194010417
261,0.2610000000000002,0.001,0.005090574733912945,5322.1533203125,261,2.239339590072632,0.0023195619583129884,2.241659152030945,46.391239166259766,0.21059100329875946,1.197436087104166,-0.25149614690648997,1055.209571016244,6000,,1.1967959571386066,0.8870255533854167
262,0.2620000000000002,0.001,0.005099545232951641,5321.88232421875,262,2.2391293048858643,0.0023195734024047854,2.241448878288269,46.3914680480957,0.21066614985466003,1.1973760364326234,-0.25153471547156264,1055.6390479417162,6000,,1.196734680103021,0.8869803873697917
263,0.2630000000000002,0.001,0.005108588840812445,5321.611328125,263,2.2389183044433594,0.002319584846496582,2.241237889289856,46.39169692993164,0.21069012582302094,1.1973157703274508,-0.25157341731907656,1055.8123314390145,6000,,1.1966731777512702,0.8869352213541667
264,0.2640000000000002,0.001,0.005117705557495356,5321.33984375,264,2.2387075424194336,0.002319596290588379,2.241027138710022,46.39192581176758,0.21073664724826813,1.1972555611382023,-0.2516120775304258,1056.098567867628,6000,,1.196611722874447,0.8868899739583334
265,0.2650000000000002,0.001,0.005126889329403639,5321.068359375,265,2.238496780395508,0.0023196083068847658,2.2408163887023926,46.39216613769531,0.21076700091362,1.1971953407721865,-0.25165073983321523,1056.3038147693228,6000,,1.1965502480257928,0.8868447265625
266,0.2660000000000002,0.001,0.0051361555233597755,5320.796875,266,2.238286256790161,0.002319619750976563,2.240605876541138,46.39239501953125,0.21086367964744568,1.1971351773692334,-0.25168936048615187,1056.841450992174,6000,,1.1964888195197174,0.8867994791666667
267,0.2670000000000002,0.001,0.005145493429154158,5320.52490234375,267,2.2380754947662354,0.002319631767272949,2.2403951265335085,46.392635345458984,0.2109329253435135,1.1970749346571792,-0.2517280269631208,1057.2417109573223,6000,,1.1964273022028429,0.886754150390625
268,0.2680000000000002,0.001,0.005154906306415796,5320.25341796875,268,2.2378644943237305,0.0023196434020996094,2.24018413772583,46.39286804199219,0.21096085011959076,1.1970146125963614,-0.25176673926908555,1057.434961443003,6000,,1.1963656956203594,0.8867089029947917
269,0.2690000000000002,0.001,0.0051643941551446915,5319.9814453125,269,2.2376537322998047,0.002319655227661133,2.2399733875274657,46.393104553222656,0.21092171967029572,1.1969543475061015,-0.2518054099164892,1057.2920518301748,6000,,1.1963041363124982,0.88666357421875
270,0.2700000000000002,0.001,0.005173948593437672,5319.70947265625,270,2.2374424934387207,0.002319667434692383,2.239762160873413,46.393348693847656,0.21092024445533752,1.1968939348461398,-0.25184417014197025,1057.3380229340935,6000,,1.196242420451204,0.8866182454427083
271,0.2710000000000002,0.001,0.005183573812246323,5319.4375,271,2.237231731414795,0.00231967887878418,2.239551410293579,46.393577575683594,0.21097782254219055,1.19683364735814,-0.2518828449536727,1057.6799357599828,6000,,1.1961808206987121,0.8865729166666667
272,0.2720000000000002,0.001,0.005193281918764114,5319.16552734375,272,2.23702073097229,0.00231969108581543,2.2393404220581057,46.393821716308594,0.2110133320093155,1.196773280463836,-0.251921565595298,1057.911312629904,6000,,1.1961191306080596,0.886527587890625
273,0.2730000000000002,0.001,0.005203064531087875,5318.89306640625,273,2.236809730529785,0.00231970272064209,2.2391294332504272,46.3940544128418,0.2110096961259842,1.1967129023536853,-0.25196028831610484,1057.9464583910076,6000,,1.1960574195339952,0.886482177734375
274,0.2740000000000002,0.001,0.005212919786572456,5318.62060546875,274,2.236598491668701,0.0023197151184082034,2.238918206787109,46.39430236816406,0.21107351779937744,1.1966524447830893,-0.25199905687196855,1058.3199092747648,6000,,1.1959956193482066,0.886436767578125
275,0.2750000000000002,0.001,0.005222852807492018,5318.34765625,275,2.2363877296447754,0.002319726943969727,2.2387074565887453,46.39453887939453,0.21108508110046387,1.1965921124789463,-0.25203773998673185,1058.43125104593,6000,,1.1959339344700044,0.8863912760416667
276,0.2760000000000002,0.001,0.0052328649908304214,5318.0751953125,276,2.2361764907836914,0.00231973934173584,2.238496230125427,46.3947868347168,0.21110211312770844,1.1965316324426778,-0.2520765126949742,1058.5701576317751,6000,,1.1958720912635317,0.8863458658854166
277,0.2770000000000002,0.001,0.005242958199232817,5317.802734375,277,2.2359652519226074,0.002319751358032227,2.2382850032806396,46.39502716064453,0.21114812791347504,1.1964711411582876,-0.25211528747853856,1058.854429413477,6000,,1.1958102262014687,0.8863004557291667
278,0.2780000000000002,0.001,0.005253121722489595,5317.5302734375,278,2.2357542514801025,0.0023197633743286135,2.238074014854431,46.395267486572266,0.21125492453575134,1.1964107069176717,-0.2521540205679071,1059.4435003679137,6000,,1.1957484090362425,0.8862550455729167
279,0.2790000000000002,0.001,0.005263363942503929,5317.2568359375,279,2.2355430126190186,0.0023197753906250003,2.2378627880096436,46.3955078125,0.21124638617038727,1.1963501931445466,-0.2521927994933397,1059.4542670577252,6000,,1.1956865019008405,0.88620947265625
280,0.2800000000000002,0.001,0.0052736722864210606,5316.9833984375,280,2.2353317737579346,0.0023197879791259767,2.2376515617370605,46.39575958251953,0.21128661930561066,1.1962896681181112,-0.2522315804876544,1059.709658638045,6000,,1.1956245747702223,0.8861638997395833
281,0.2810000000000002,0.001,0.0052840616554021835,5316.7099609375,281,2.2351205348968506,0.0023198001861572267,2.237440335083008,46.39600372314453,0.2113199234008789,1.1962291318366338,-0.2522703635487004,1059.930331623482,6000,,1.195562625759223,0.8861183268229167
282,0.2820000000000002,0.001,0.005294522736221552,5316.43701171875,282,2.2349090576171875,0.002319812774658203,2.2372288703918457,46.39625549316406,0.21136821806430817,1.1961685159539452,-0.25230919245102823,1060.2262904189977,6000,,1.1955005875759503,0.8860728352864583
283,0.2830000000000002,0.001,0.005305055528879166,5316.1630859375,283,2.2346978187561035,0.0023198251724243163,2.2370176439285276,46.39650344848633,0.21136781573295593,1.1961079571444853,-0.2523479796414059,1060.2779513526311,6000,,1.1954385971221861,0.8860271809895833
284,0.2840000000000002,0.001,0.005315654911100864,5315.8896484375,284,2.2344865798950195,0.0023198373794555663,2.236806417274475,46.39674758911133,0.2113029509782791,1.19604738707479,-0.2523867688920515,1060.0062502292785,6000,,1.195376586591011,0.8859816080729167
285,0.2850000000000002,0.001,0.0053263334557414055,5315.61572265625,285,2.2342753410339355,0.002319849967956543,2.236595191001892,46.39699935913086,0.21131592988967896,1.195986805743129,-0.25242556020080853,1060.1250559367702,6000,,1.1953145543899382,0.8859359537760416
286,0.2860000000000002,0.001,0.005337087903171778,5315.3427734375,286,2.2340638637542725,0.0023198625564575196,2.23638372631073,46.39725112915039,0.2113807499408722,1.1959261447524723,-0.25246439735151516,1060.5040329708131,6000,,1.1952524324119291,0.8858904622395833
287,0.2870000000000002,0.001,0.005347913596779108,5315.068359375,287,2.2338526248931885,0.002319874954223633,2.236172499847412,46.397499084472656,0.21144302189350128,1.19586554087897,-0.252503192772335,1060.8702132419792,6000,,1.1951903582500414,0.8858447265625
288,0.2880000000000002,0.001,0.0053588151931762695,5314.79443359375,288,2.2336411476135254,0.002319887733459473,2.235961035346985,46.39775466918945,0.2114783078432083,1.1958048573175601,-0.2525420340354148,1061.1010979714447,6000,,1.1951281942731078,0.885799072265625
289,0.2890000000000002,0.001,0.0053697749972343445,5314.5205078125,289,2.2334296703338623,0.0023199005126953126,2.235749570846558,46.39801025390625,0.2115667164325714,1.195744162461804,-0.2525808773525873,1061.5985747168365,6000,,1.19506601122181,0.88575341796875
290,0.2900000000000002,0.001,0.005380811635404825,5314.24609375,290,2.233218193054199,0.002319912910461426,2.2355381059646606,46.398258209228516,0.21161018311977386,1.1956834563099639,-0.25261972272168076,1061.8705912658388,6000,,1.195003806738287,0.8857076822916666
291,0.2910000000000002,0.001,0.00539192371070385,5313.9716796875,291,2.233006477355957,0.002319925689697266,2.2353264030456543,46.39851379394531,0.2116374373435974,1.1956226704013342,-0.25265861393809125,1062.0613471935446,6000,,1.194941512415731,0.8856619466145833
292,0.2920000000000002,0.001,0.005403111223131418,5313.697265625,292,2.232794761657715,0.0023199382781982423,2.235114699935913,46.398765563964844,0.21168044209480286,1.1955618731676512,-0.25269750720669126,1062.3311775606583,6000,,1.1948791967990282,0.8856162109375
293,0.2930000000000002,0.001,0.005414377432316542,5313.42236328125,293,2.2325830459594727,0.0023199512481689452,2.2349029972076417,46.399024963378906,0.21172600984573364,1.195501064607173,-0.25273640252529694,1062.6139086641676,6000,,1.194816859470094,0.8855703938802083
294,0.2940000000000002,0.001,0.005425719078630209,5313.1474609375,294,2.2323713302612305,0.002319963645935059,2.2346912939071655,46.39927291870117,0.21172861754894257,1.195440244718155,-0.2527752998917227,1062.6810590546638,6000,,1.1947545008345404,0.8855245768229166
295,0.2950000000000002,0.001,0.005437137093394995,5312.873046875,295,2.2321596145629883,0.0023199769973754883,2.2344795915603637,46.399539947509766,0.21183030307292938,1.1953794134988538,-0.2528141993037815,1063.2455303186423,6000,,1.194692120768468,0.8854788411458333
296,0.2960000000000002,0.001,0.005448635201901197,5312.59765625,296,2.231947660446167,0.0023199897766113284,2.2342676502227783,46.39979553222656,0.21191953122615814,1.195318502424751,-0.2528531445683812,1063.7475993031362,6000,,1.1946296501525477,0.8854329427083333
297,0.2970000000000002,0.001,0.0054602110758423805,5312.322265625,297,2.2317357063293457,0.0023200027465820313,2.234055709075928,46.400054931640625,0.21200470626354218,1.1952575799913352,-0.2528920918788327,1064.2293835864855,6000,,1.1945671578908004,0.8853870442708334
298,0.2980000000000002,0.001,0.00547186890617013,5312.046875,298,2.2315237522125244,0.0023200157165527346,2.233843767929077,46.40031433105469,0.21206462383270264,1.1951966461968562,-0.2529310412329367,1064.5844322312848,6000,,1.1945046434468922,0.8853411458333333
299,0.2990000000000002,0.001,0.005483601707965136,5311.77099609375,299,2.231311798095703,0.0023200286865234375,2.2336318267822266,46.40057373046875,0.21204456686973572,1.1951357010395651,-0.25296999262849246,1064.5380270305352,6000,,1.1944421076977443,0.885295166015625
300,0.3000000000000002,0.001,0.00549541087821126,5311.4951171875,300,2.231099843978882,0.0023200420379638673,2.2334198860168457,46.400840759277344,0.21212349832057953,1.1950747445177112,-0.25300894606329766,1064.988609090814,6000,2.244912109375,1.1943795504604706,0.8852491861979167
301,0.3010000000000002,0.001,0.005507300607860088,5311.2197265625,301,2.2308876514434814,0.002320055198669434,2.2332077066421507,46.40110397338867,0.21218714118003845,1.1950137080428425,-0.25304794535572284,1065.3625464810048,6000,,1.1943169024912048,0.8852032877604167
302,0.3020000000000002,0.001,0.005519267171621323,5310.943359375,302,2.230675458908081,0.002320068168640137,2.232995527076721,46.401363372802734,0.212239071726799,1.1949526601743201,-0.2530869466875658,1065.6777233125076,6000,,1.1942542329361108,0.8851572265625
303,0.3030000000000002,0.001,0.005531312432140112,5310.6669921875,303,2.2304632663726807,0.00232008171081543,2.232783348083496,46.401634216308594,0.2122671753168106,1.194891600910388,-0.25312595005661215,1065.8732984067385,6000,,1.1941915415531654,0.8851111653645833
304,0.3040000000000002,0.001,0.0055434382520616055,5310.39111328125,304,2.230250835418701,0.0023200946807861327,2.232570930099487,46.401893615722656,0.2122628390789032,1.1948304616241587,-0.2531649992880859,1065.9060639801721,6000,,1.1941287593535903,0.885065185546875
305,0.3050000000000002,0.001,0.00555563997477293,5310.11474609375,305,2.230038642883301,0.0023201080322265625,2.232358750915527,46.40216064453125,0.21225517988204956,1.1947693795513294,-0.25320400672717125,1065.9220943296566,6000,,1.1940660244005563,0.8850191243489584
306,0.3060000000000002,0.001,0.005567911546677351,5309.83837890625,306,2.2298264503479004,0.002320121002197266,2.2321465713500976,46.40242004394531,0.21231089532375336,1.1947082860778193,-0.25324301619680406,1066.2564132074203,6000,,1.1940032687208206,0.8849730631510416
307,0.3070000000000002,0.001,0.0055802492424845695,5309.5615234375,307,2.2296142578125,0.0023201349258422854,2.231934392738342,46.4026985168457,0.21236686408519745,1.1946471812018724,-0.2532820276947635,1066.59204873298,6000,,1.193940492780283,0.8849269205729167
308,0.3080000000000002,0.001,0.0055926647037267685,5309.28515625,308,2.2294015884399414,0.0023201478958129883,2.2317217363357544,46.402957916259766,0.21239720284938812,1.1945859275689328,-0.2533211288919473,1066.7991206708664,6000,,1.1938775575008016,0.884880859375
309,0.3090000000000002,0.001,0.0056051453575491905,5309.0078125,309,2.229189395904541,0.0023201614379882813,2.2315095573425294,46.403228759765625,0.2124050259590149,1.194524799857209,-0.2533601444444359,1066.893007082341,6000,,1.1938147396384986,0.8848346354166666
310,0.3100000000000002,0.001,0.00561769912019372,5308.7314453125,310,2.2289769649505615,0.0023201749801635744,2.2312971399307253,46.403499603271484,0.21236994862556458,1.1944635920357176,-0.2533992058596806,1066.7714782178853,6000,,1.1937518317878097,0.88478857421875
311,0.3110000000000002,0.001,0.0056303259916603565,5308.4541015625,311,2.228764533996582,0.0023201887130737306,2.2310847227096557,46.40377426147461,0.21242359280586243,1.1944023727791033,-0.2534382692988851,1067.0956336679117,6000,,1.193688902741646,0.8847423502604167
312,0.3120000000000002,0.001,0.005643018055707216,5308.1767578125,312,2.2285523414611816,0.0023202018737792968,2.2308725433349608,46.40403747558594,0.21244196593761444,1.1943412108133313,-0.25347729091416754,1067.242580332353,6000,,1.1936260223486612,0.8846961263020834
313,0.3130000000000002,0.001,0.005655782297253609,5307.89990234375,313,2.228339910507202,0.0023202157974243167,2.2306601263046266,46.40431594848633,0.21256843209266663,1.1942799686940209,-0.2535163583923151,1067.932667371703,6000,,1.193563052028091,0.8846499837239583
314,0.3140000000000002,0.001,0.005668626632541418,5307.62255859375,314,2.2281272411346436,0.0023202297210693362,2.230447470855713,46.40459442138672,0.2126244306564331,1.1942186463808921,-0.25355547173788395,1068.2688532830891,6000,,1.1934999907309323,0.884603759765625
315,0.3150000000000002,0.001,0.005681549198925495,5307.3447265625,315,2.227914571762085,0.002320243263244629,2.2302348150253297,46.40486526489258,0.2127113789319992,1.19415731259989,-0.25359458710298244,1068.7605896859059,6000,,1.1934369075382867,0.8845574544270833
316,0.3160000000000002,0.001,0.005694548599421978,5307.06689453125,316,2.2277019023895264,0.002320256996154785,2.230022159385681,46.4051399230957,0.21273374557495117,1.1940959673492455,-0.25363370448536027,1068.9278821392995,6000,,1.1933738026209237,0.8845111490885417
317,0.3170000000000002,0.001,0.005707622040063143,5306.7890625,317,2.2274892330169678,0.0023202707290649414,2.229809503746033,46.40541458129883,0.21274606883525848,1.194034610627189,-0.2536728238827651,1069.0447342569557,6000,,1.19331067632691,0.88446484375
318,0.3180000000000002,0.001,0.005720760673284531,5306.5107421875,318,2.22727632522583,0.0023202844619750976,2.229596609687805,46.40568923950195,0.21281427145004272,1.193973173627088,-0.2537119891521552,1069.4424773559144,6000,,1.1932474608421468,0.88441845703125
319,0.31900000000000023,0.001,0.005733970552682877,5306.23291015625,319,2.2270634174346924,0.0023202980041503907,2.2293837154388427,46.40596008300781,0.2128971815109253,1.1939117251262914,-0.2537511564365712,1069.9141839237996,6000,,1.193184224296933,0.8843721516927083
320,0.32000000000000023,0.001,0.005747254006564617,5305.95458984375,320,2.226850748062134,0.0023203123092651367,2.229171060371399,46.406246185302734,0.21290940046310425,1.1938503339536493,-0.2537902818700289,1070.0306114151676,6000,,1.193121035346497,0.8843257649739583
321,0.32100000000000023,0.001,0.00576061150059104,5305.67626953125,321,2.226637840270996,0.002320326232910156,2.228958166503906,46.406524658203125,0.21292686462402344,1.193788862459019,-0.25382945317545136,1070.1734853787827,6000,,1.1930577560254434,0.8842793782552083
322,0.32200000000000023,0.001,0.00577403511852026,5305.3974609375,322,2.2264246940612793,0.0023203403472900393,2.2287450344085693,46.40680694580078,0.21303407847881317,1.193727310601974,-0.2538686703573211,1070.767552623308,6000,,1.1929943872929063,0.88423291015625
323,0.32300000000000023,0.001,0.005787537433207035,5305.119140625,323,2.2262117862701416,0.002320354461669922,2.2285321407318115,46.40708923339844,0.2130831927061081,1.1936658160806406,-0.2539078456791789,1071.069590008496,6000,,1.192931065499914,0.8841865234375
324,0.32400000000000023,0.001,0.0058011142536997795,5304.83984375,324,2.225998640060425,0.0023203681945800783,2.228319008255005,46.40736389160156,0.21311119198799133,1.1936042411675472,-0.25394706687743096,1071.2655902405263,6000,,1.1928676531928732,0.8841399739583333
325,0.32500000000000023,0.001,0.005814771633595228,5304.56103515625,325,2.225785732269287,0.0023203824996948243,2.228106114768982,46.407649993896484,0.21321095526218414,1.1935427236123992,-0.25398624620662963,1071.8223204455176,6000,,1.1928042876025164,0.884093505859375
326,0.32600000000000023,0.001,0.005828504916280508,5304.2822265625,326,2.225572347640991,0.0023203968048095703,2.2278927444458008,46.407936096191406,0.21323132514953613,1.1934810567281366,-0.25402551528934264,1071.9801070027784,6000,,1.1927407622457744,0.8840470377604167
327,0.32700000000000023,0.001,0.005842310842126608,5304.00244140625,327,2.2253594398498535,0.0023204105377197266,2.2276798503875734,46.40821075439453,0.21327418088912964,1.1934195161191665,-0.25406469861900943,1072.2508456171429,6000,,1.1926773536474948,0.8840004069010416
328,0.32800000000000024,0.001,0.005856187082827091,5303.72314453125,328,2.2251458168029785,0.002320425033569336,2.227466241836548,46.40850067138672,0.21334294974803925,1.193357757192044,-0.25410401558824053,1072.6520951271104,6000,,1.1926137168651527,0.883953857421875
329,0.32900000000000024,0.001,0.005870141088962555,5303.443359375,329,2.2249326705932617,0.002320439147949219,2.227253109741211,46.408782958984375,0.21343551576137543,1.1932961245624805,-0.25414324679537087,1073.1729268271836,6000,,1.1925501962047325,0.8839072265625
330,0.33000000000000024,0.001,0.005884180311113596,5303.16357421875,330,2.224719285964966,0.002320453453063965,2.22703973941803,46.4090690612793,0.21349042654037476,1.1932344114271751,-0.2541825238830976,1073.5045410818898,6000,,1.1924865835259442,0.883860595703125
331,0.33100000000000024,0.001,0.005898290313780308,5302.8837890625,331,2.224505662918091,0.002320467758178711,2.2268261306762693,46.40935516357422,0.21351741254329681,1.1931726177455477,-0.25422184685581917,1073.695839316508,6000,,1.1924228806171173,0.88381396484375
332,0.33200000000000024,0.001,0.00591246597468853,5302.603515625,332,2.224292039871216,0.002320482635498047,2.2266125225067137,46.40965270996094,0.21353235840797424,1.193110812462556,-0.25426117182733166,1073.8266195102929,6000,,1.1923591571989993,0.8837672526041667
333,0.33300000000000024,0.001,0.005926710553467274,5302.3232421875,333,2.22407865524292,0.002320496940612793,2.2263991521835327,46.40993881225586,0.21360927820205688,1.1930490645749336,-0.2543004549025088,1074.269036595722,6000,,1.1922954819800224,0.8837205403645834
334,0.33400000000000024,0.001,0.005941032897680998,5302.04296875,334,2.223865032196045,0.002320511627197266,2.226185543823242,46.41023254394531,0.21362650394439697,1.1929872360967813,-0.2543397838624503,1074.4113473167108,6000,,1.1922317155852233,0.883673828125
335,0.33500000000000024,0.001,0.005955430679023266,5301.76220703125,335,2.22365140914917,0.002320526123046875,2.225971935272217,46.4105224609375,0.21367286145687103,1.1929253960118826,-0.25437911481425346,1074.700205920049,6000,,1.1921679274196488,0.8836270345052083
336,0.33600000000000024,0.001,0.005969907622784376,5301.482421875,336,2.223437547683716,0.002320540428161621,2.2257580881118773,46.41080856323242,0.2137106955051422,1.1928634752810483,-0.254418491655087,1074.9462948630742,6000,,1.1921040478346938,0.8835804036458333
337,0.33700000000000024,0.001,0.0059844679199159145,5301.201171875,337,2.22322416305542,0.002320555114746094,2.225544718170166,46.411102294921875,0.21374042332172394,1.1928016810146649,-0.2544577826841873,1075.1515196050236,6000,,1.1920402837959416,0.8835335286458333
338,0.33800000000000024,0.001,0.005999098066240549,5300.92041015625,338,2.223010301589966,0.002320569610595703,2.2253308712005615,46.41139221191406,0.21376803517341614,1.1927397370354427,-0.2544971635015984,1075.346256366391,6000,,1.1919763603147295,0.8834867350260417
339,0.33900000000000025,0.001,0.00601379806175828,5300.6396484375,339,2.2227964401245117,0.0023205841064453127,2.2251170242309573,46.41168212890625,0.21379366517066956,1.1926777814163532,-0.2545365463060307,1075.5310537441935,6000,,1.1919124157219423,0.88343994140625
340,0.34000000000000025,0.001,0.006028582341969013,5300.3583984375,340,2.2225825786590576,0.0023205989837646484,2.224903177642822,46.41197967529297,0.21388624608516693,1.1926158141555951,-0.25457593109515586,1076.0527080714805,6000,,1.1918484481741498,0.88339306640625
341,0.34100000000000025,0.001,0.006043452303856611,5300.0771484375,341,2.2223687171936035,0.0023206138610839845,2.2246893310546874,46.41227722167969,0.21391378343105316,1.1925538352513676,-0.25461531786664376,1076.2471786573772,6000,,1.1917844574866885,0.88334619140625
342,0.34200000000000025,0.001,0.006058384198695421,5299.7958984375,342,2.2221548557281494,0.002320628929138184,2.2244754846572876,46.41257858276367,0.2139749974012375,1.1924918447018689,-0.2546547066181627,1076.611123263821,6000,,1.1917204466765194,0.88329931640625
